id,pid,diet_veg,diet_gf,diet_sf,diet_egg,diet_nut,diet_soy,diet_wheat,diet_fish,diet_shellfish,diet_oth_allergy,diet_oth_res,diet_none,diet_pna,purch_groc_ol_freq,purch_milk_is,purch_milk_ol,purch_milk_pna,purch_milk_is_freq,purch_milk_is_ware,purch_milk_is_bigbox,purch_milk_is_super,purch_milk_is_spec,purch_milk_is_disc,purch_milk_is_conv,purch_milk_is_local,purch_milk_is_oth,purch_milk_is_othtxt,purch_milk_ol_freq,purch_milk_ol_loc,AttentionCheck1,cons_milk_freq,purch_milk_size,purch_milk_size_oth,milk_whole,milk_2pct,milk_1pct,milk_skim,milk_lf,milk_a2,milk_cream,milk_homo,milk_oth,milk_pna,milk_othtxt,milk_price,spend,rank_brand,rank_fat,rank_claim,rank_price,notice_sellby,last_exp_nps,last_exp_nbr,poor_exp,poor_exp_taste,poor_exp_smell,poor_exp_sick,poor_exp_sour,poor_exp_pkg,poor_exp_2day,poor_exp_expired,poor_exp_texture,poor_exp_oth,poor_exp_pna,poor_exp_badb4exp,poor_exp_othtxt,poor_exp_freq,poor_exp_chg_switch_st,poor_exp_chg_switch_sp,poor_exp_chg_switch_brand,poor_exp_chg_switch_type,poor_exp_chg_nc,poor_exp_chg_pna,poor_exp_chg_switch_detail,poor_exp_chg_switch_alloc,good_exp_is_ret,good_exp_is_nps,good_exp_is_nbr,poor_exp_is_ret,poor_exp_is_nps,poor_exp_is_nbr,good_exp_ic_ret,good_exp_ic_nps,good_exp_ic_nbr,poor_exp_ic_ret,poor_exp_ic_nps,poor_exp_ic_nbr,good_exp_olsp_ret,good_exp_olsp_nps,good_exp_olsp_nbr,poor_exp_olsp_ret,poor_exp_olsp_nps,poor_exp_olsp_nbr,good_exp_stweb_ret,good_exp_stweb_nps,good_exp_stweb_nbr,poor_exp_stweb_ret,poor_exp_stweb_nps,poor_exp_stweb_nbr,birth_yr,age,age_cat,gender,gender_txt,eth_white,eth_me_na,eth_black,eth_native,eth_asian,eth_pi,eth_latino,eth_oth,eth_pna,eth_othtxt,edu,emp,hhinc,ms,child,state
R_2c0WL3WJqQO1ihg,607cd7429af13a6e09312630,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,Small/local grocery stores,,,Approximately once a week,FreshDirect,Strongly Disagree,Once a day,Half-gallon,,Whole milk,,,,,,,,,,,$4+,$100-150,4,2,1,3,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,Very Likely,Passive,8,,,NA,,,NA,,,NA,1983,39,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$150,000 or more",Married,Yes,New York
R_SHvk6SN9tAcGVZn,60801193150c8f60aa4884f0,Vegetarian,,,,,,,,,,,,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,,,,,,,Small/local grocery stores,,,,,Strongly Disagree,Less than once a week,Quart,,Whole milk,,,,,,,,,,,$2-4,$25-50,4,2,3,1,Yes,Detractor,5,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Neutral,Detractor,5,Neutral,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1983,39,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$150,000 or more",Married,Yes,New York
R_3JeCWkrhiFAaz7o,616eee064fa84629904802ab,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Gallon,,Whole milk,,,,Lactose-free milk,,,,,,,$2-4,$150+,2,1,4,3,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1983,39,36-45,Female,,White,,,,,,,,,,Some college but no degree,Working full-time,"$100,000 to $149,999",Married,Yes,Oregon
R_2E42oDSMweOOlQN,54847013fdf99b0379939c8a,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Less than once a week,Other (please specify),pint,Whole milk,2%,,,,,,,,,,$0-2,$50-100,3,1,4,2,Yes,Promoter,9,Yes,When milk was not sour but it did not taste as I expected,,,,,When the milk is less than or equal to 2 days from expiration date,,,,,,,Sometimes,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,7,Likely,Detractor,5,1982,40,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),A homemaker or stay-at-home parents,"$50,000 to $59,999",Married,Yes,Michigan
R_12meEOQ2UpOSYGl,55b424e1fdf99b526efcf8d0,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Less than once a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,Less than $25,2,4,3,1,Yes,Detractor,6,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,High school diploma/ GED,Unemployed and looking for work,"$20,000 to $29,999",Living with a partner,No,Oklahoma
R_3lQRaaphsBrwGkD,568c67547374ad000cc7448c,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Detractor,6,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,,,,,,,Sometimes,,,Switch milk producer / brand,,,,,,Likely,Detractor,5,Unlikely,Detractor,1,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Never married,No,Florida
R_25zqrtrTgrqDMkE,5755a4c33c680b00095db408,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,Small/local grocery stores,,,Approximately every 10 - 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,Lactose-free milk,,,,,,,$4+,$50-100,3,1,4,2,Yes,Promoter,9,Yes,,When milk does not smell as I expected,,When the milk has a sour taste,,,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Neutral,Detractor,1,Very Likely,Detractor,0,Very likely,Detractor,0,Very Likely,Detractor,0,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,Yes,Massachusetts
R_r6anminIT83hWh3,57749a1f760c1f0001ca7679,,,,,,,,,,,,None,,About once per week,In a store,,,Less frequently than every 14 days,,,,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a day,Gallon,,Whole milk,,,,,,Cream-line milk,,,,,$4+,$25-50,4,2,3,1,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Never married,No,New York
R_1Q5b5f0YEdg70p9,5a99003d777df200015ff521,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a day,Half-gallon,,,2%,,,,,,,,,,$2-4,$50-100,1,2,3,4,Yes,Promoter,9,Yes,,When milk does not smell as I expected,,When the milk has a sour taste,,,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,Likely,Passive,8,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Living with a partner,No,Georgia
R_28Vf3DeaAxktrli,5b05e0d131cebe000177c38e,,,,,,,,,,,,None,,About once per week,,Online (through an app or web browser),,,,,,,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,2%,1%,,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,High school diploma/ GED,Unemployed and looking for work,"Less than $10,000",Never married,No,California
R_2t9i2evU0VigvKE,5bcc1fce4249b20001bc99f1,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,Small/local grocery stores,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,Skim milk,,,,,,,,$2-4,$100-150,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,Very Likely,Passive,8,1982,40,36-45,Female,,White,,,,,,,,,,Some college but no degree,Working full-time,"$30,000 to $39,999",Married,Yes,Alabama
R_ByaTjE9rABxcNFL,5c3517a567013e0001eff811,,,Sugar-free,,,,,,,,,,,About once a month,In a store,,,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,Convenience stores,Small/local grocery stores,,,,,Strongly Disagree,Less than once a week,Half-gallon,,,2%,,,,,,,,,,$0-2,$50-100,3,1,4,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Living with a partner,Yes,Wisconsin
R_QgCGEMozBCjxTuF,5c38f7ac7ba066000164fd1e,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Multiple times a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",Convenience stores,Small/local grocery stores,,,Approximately once a week,Amazon Fresh,Strongly Disagree,Once a day,More than one gallon,,Whole milk,,,,,,Cream-line milk,Traditional homogenized milk,,,,$2-4,$100-150,1,3,4,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,Very Likely,Promoter,9,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",,Yes,Florida
R_2SowHEmcvbRepbr,5c52f898110c55000144bf18,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)","Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Multiple times a day,Gallon,,Whole milk,2%,1%,Skim milk,,A2 milk,,,,,,$4+,$150+,2,1,3,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Associate degree in college (2-year),Working full-time,"$80,000 to $89,999",Married,Yes,Florida
R_3IavYhnHntgw8Ip,5c6382a637ec01000138866a,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Disagree,Multiple times a day,Gallon,,,2%,,,,,,,,,,$0-2,$50-100,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,,When you get sick from the food product,When the milk has a sour taste,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,2,Neutral,Detractor,1,,,NA,,,NA,,,NA,,,NA,Likely,Detractor,3,Very Unlikely,Detractor,0,1982,40,36-45,Prefer not to answer,,,,,,,,,,Prefer not to answer,,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,North Carolina
R_RKyqGA1k1Jfi2Tn,5d2215e737363e0001651a63,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a day,More than one gallon,,Whole milk,,,,,,,,,,,$2-4,$150+,3,2,4,1,Yes,Promoter,10,Yes,,,,,,,When the milk is expired,,,,,,Always,Switch stores,,,,,,"No, I completely left the store",>50%,Very Likely,Detractor,5,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$10,000 to $19,999",Living with a partner,No,Connecticut
R_3lJi5WvRSnsjCsb,5dd2f0818950ba2f90b01bc1,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,Convenience stores,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$150+,3,2,4,1,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Associate degree in college (2-year),Working full-time,"$100,000 to $149,999",Married,Yes,Maryland
R_10V6bUixrQPum08,5dd2f94a238a913096c52317,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,,,,,,,,,$2-4,$100-150,1,3,4,2,Yes,Detractor,6,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$30,000 to $39,999",Living with a partner,No,Kansas
R_2SH0qY9TEsPJQeG,5e3cddaa64dfd70d85a5ef3f,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,Small/local grocery stores,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,2%,,,,,,,,,,$4+,$50-100,1,2,4,3,Yes,Promoter,9,Yes,When milk was not sour but it did not taste as I expected,,,,,,,,,,,,Rarely,,,Switch milk producer / brand,,,,,,Very Likely,Promoter,9,Very unlikely,Detractor,0,Very likely,Promoter,9,Very Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,,,,,,,Hispanic/Latino,,,,Graduate Degree,Working full-time,"$80,000 to $89,999",Married,Yes,New York
R_3kz7HZngmm5eP2S,5e437d7404eaba215eafbd2a,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,Convenience stores,,,,,,Strongly Disagree,Once a week,Half-gallon,,,2%,,,,,,,,,,$2-4,$150+,3,2,4,1,Yes,Detractor,6,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),A homemaker or stay-at-home parents,"$100,000 to $149,999",Married,Yes,Nevada
R_1GvLZUTGNVulKSj,5eb45f076290bc2ab8ad3c76,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,Other (please specify),,UHT,$4+,$100-150,4,2,1,3,Yes,Promoter,10,Yes,,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,,When the milk is expired,When milk has a different texture than I expected,,,,,Prefer not to answer,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Very Likely,Promoter,9,Unlikely,Promoter,10,Unlikely,Detractor,2,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Some college but no degree,Other,"$20,000 to $29,999",Never married,No,California
R_2dA7tZ44H6yDltL,5f4e5470ade9a50008e5df29,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,More than one gallon,,,2%,,,,,,,,,,$2-4,$150+,4,2,3,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Very Likely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,Yes,Michigan
R_1Kx2iJy9S4LNLAt,5f734c23245fcd036c6e62d4,,,Sugar-free,,Nut allergy,,,,,,,,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Less than once a week,Half-gallon,,,2%,1%,,,,,,,,,$0-2,$50-100,4,2,3,1,Yes,Passive,8,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,,,,,,About half the time,Switch stores,,Switch milk producer / brand,Switch milk type,,,"Yes, to buy specific products",>50%,Very Likely,Passive,8,Neutral,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Unemployed and looking for work,"$90,000 to $99,999",Married,Yes,Virginia
R_3fUWoF4xnPQbpVR,5fb2041681fe9376804e1249,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$4+,$50-100,4,2,3,1,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$90,000 to $99,999",Married,No,New York
R_26bVFTSCV65747M,601c170bd8db9368fc2d996b,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,More than one gallon,,,,,Skim milk,,,,,,,,$2-4,$50-100,4,1,3,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Unlikely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,Likely,Passive,7,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),A homemaker or stay-at-home parents,"$70,000 to $79,999",Married,Yes,Wisconsin
R_3s1dptGMLdlQ4U1,60ce4d729c9270e9f0f171b3,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$4+,$150+,2,4,1,3,Yes,Promoter,10,Yes,,,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Likely,Detractor,4,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Graduate Degree,Working full-time,"$150,000 or more",Married,Yes,Massachusetts
R_2RTWI7LPGlu3JuE,60cf3c8ed9f0c2b149342756,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Once a day,Gallon,,,,1%,,,,,,,,,$2-4,$100-150,3,2,4,1,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,Yes,Iowa
R_20ZmC4GUc92nytn,60f6e261d3ae19349059a473,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Quart,,,2%,,,,,,,,,,$2-4,$150+,3,1,4,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Some college but no degree,Working full-time,"$90,000 to $99,999",Married,Yes,Florida
R_3EFPTdruOPUgreK,60fadf64707bc7dcf61f9e54,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)","Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,2%,1%,Skim milk,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Detractor,5,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,Likely,Detractor,5,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$60,000 to $69,999",Married,Yes,Texas
R_3JgwcADIeqoQhy2,61081e7d0eda9febc5a72bdc,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,Skim milk,,,,,,,,$4+,$150+,2,3,1,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,9,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Graduate Degree,Working full-time,"$150,000 or more",Married,Yes,Colorado
